이름,지번주소,도로명주소,요일,휴무일,휴무 간격,여는시간,닫는시간,라스트오더,휴무여부,비고
6.5커피숍,부산광역시 연제구 연산동 1515-1,부산광역시 연제구 중앙대로 1101,5,,,,,,,
6.5커피숍,부산광역시 연제구 연산동 1515-1,부산광역시 연제구 중앙대로 1101,6,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,0,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,1,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,2,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,3,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,4,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,5,,,,,,,
6페이지,부산광역시 중구 보수동1가 104-14,부산광역시 중구 책방골목길 6,6,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,0,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,1,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,2,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,3,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,4,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,5,,,,,,,
815커피 부산대병원점,부산광역시 서구 아미동2가 13-2,부산광역시 서구 구덕로185번길 32-7,6,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,0,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,1,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,2,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,3,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,4,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,5,,,,,,,
824빠리사,부산광역시 기장군 기장읍 대변리 1-2,부산광역시 기장군 기장읍 기장해안로 824,6,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,0,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,1,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,2,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,3,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,4,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,5,,,,,,,
8포인트,부산광역시 중구 중앙동4가 84-15,부산광역시 중구 중앙대로98번길 7,6,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,0,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,1,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,2,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,3,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,4,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,5,,,,,,,
92커피,부산광역시 남구 대연동 1170-12,부산광역시 남구 홍곡로 353,6,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,0,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,1,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,2,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,3,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,4,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,5,,,,,,,
93.5도씨,부산광역시 북구 화명동 2294-1,부산광역시 북구 학사로 122-18,6,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,0,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,1,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,2,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,3,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,4,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,5,,,,,,,
99롤러카페,부산광역시 부산진구 전포동 661-2,부산광역시 부산진구 서전로37번길 25-9,6,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,0,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,1,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,2,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,3,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,4,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,5,,,,,,,
BIFCMall,부산광역시 남구 문현동 1229-1,부산광역시 남구 문현금융로 40,6,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,0,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,1,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,2,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,3,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,4,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,5,,,,,,,
Cafe봉봉카페봉봉,부산광역시 기장군 기장읍 대라리 147-6,부산광역시 기장군 기장읍 차성로 234,6,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,0,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,1,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,2,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,3,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,4,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,5,,,,,,,
CatMask,부산광역시 사상구 괘법동 521-4,부산광역시 사상구 사상로223번길 40,6,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,0,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,1,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,2,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,3,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,4,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,5,,,,,,,
CoffeeonMondayMorning 커피온먼데이모닝,부산광역시 연제구 연산동 302-3,부산광역시 연제구 신금로 25,6,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,0,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,1,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,2,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,3,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,4,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,5,,,,,,,
DIT디아이티,부산광역시 부산진구 양정동 429-19,부산광역시 부산진구 양지로 54,6,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,0,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,1,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,2,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,3,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,4,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,5,,,,,,,
E커피야,부산광역시 해운대구 반송동 40-1068,부산광역시 해운대구 윗반송로51번길 83-19,6,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,0,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,1,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,2,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,3,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,4,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,5,,,,,,,
J949갤러리,부산광역시 금정구 선동 949-1,부산광역시 금정구 하정로50번길 12-1,6,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,0,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,1,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,2,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,3,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,4,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,5,,,,,,,
KOYU케이크,부산광역시 부산진구 전포동 287-1,부산광역시 부산진구 동성로 61-1,6,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,0,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,1,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,2,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,3,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,4,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,5,,,,,,,
Mr.콩,부산광역시 영도구 대교동1가 182-4,부산광역시 영도구 절영로14번길 19,6,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,0,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,1,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,2,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,3,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,4,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,5,,,,,,,
MW커피로스터즈,부산광역시 기장군 정관읍 용수리 1329-4,부산광역시 기장군 정관읍 정관로 501-13,6,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,0,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,1,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,2,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,3,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,4,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,5,,,,,,,
S갤러리,부산광역시 기장군 철마면 안평리 518-2,부산광역시 기장군 철마면 안평로11번나길 13,6,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,0,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,1,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,2,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,3,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,4,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,5,,,,,,,
가다커피,부산광역시 부산진구 부전동 573-1,부산광역시 부산진구 중앙대로 737,6,,,,,,,
가람커피숍,부산광역시 사하구 신평동 614-8,부산광역시 사하구 하신번영로 165,0,,,,,,,
가람커피숍,부산광역시 사하구 신평동 614-8,부산광역시 사하구 하신번영로 165,1,,,,,,,
가람커피숍,부산광역시 사하구 신평동 614-8,부산광역시 사하구 하신번영로 165,2,,,,,,,
가람커피숍,부산광역시 사하구 신평동 614-8,부산광역시 사하구 하신번영로 165,3,,,,,,,
