이름,상권업종소분류명,표준산업분류명,지번주소,건물명,도로명주소,층정보,호정보,경도,위도,휴무일,휴무 간격,여는시간,닫는시간,라스트오더,비고
하삼동커피 아랫반송점,카페,커피 전문점,부산광역시 해운대구 반송동 250-221,,부산광역시 해운대구 아랫반송로 35,1,,129.1494198,35.22436235,,,,,,
디저트39 개금점,카페,커피 전문점,부산광역시 부산진구 개금동 184-10,해동빌딩,부산광역시 부산진구 가야대로 486,2,,129.025194,35.15278999,,,,,,
카페051 동일타워점,카페,커피 전문점,부산광역시 동구 범일동 830-140,동일타워,부산광역시 동구 조방로 14,1,,129.0634506,35.13872593,,,,,,
르아브르,카페,커피 전문점,부산광역시 부산진구 개금동 615-14,,부산광역시 부산진구 엄광로 11,2,,129.0175469,35.14837572,,,,,,
카페올레,카페,커피 전문점,부산광역시 기장군 장안읍 월내리 132-53,,부산광역시 기장군 장안읍 월내해안1길 2,1,,129.2774248,35.32648571,,,,,,
토트,카페,커피 전문점,부산광역시 금정구 부곡동 14-2,,부산광역시 금정구 중앙대로 1784,,,129.0937423,35.2436048,,,,,,
쓰리라벨즈,카페,커피 전문점,부산광역시 금정구 장전동 146-12,,부산광역시 금정구 수림로85번길 59,1,,129.0831102,35.23720096,,,"평일 8:00/주말, 공휴일 8:30","평일 21:00/주말, 공휴일 18:00",,
카페파스쿠찌 남산점,카페,커피 전문점,부산광역시 금정구 구서동 1032-9,,부산광역시 금정구 금샘로 351,3,,129.084598,35.25455844,,,,,,
세윤커피드립커피,카페,커피 전문점,부산광역시 동구 범일동 830-220,,부산광역시 동구 조방로49번길 17,,,129.0602705,35.13921262,,,,,,
비쥬빌,카페,커피 전문점,부산광역시 연제구 연산동 821-6,비쥬빌오션타워,부산광역시 연제구 연수로 113-1,1,,129.0833202,35.17537836,,,,,,
엘르,카페,커피 전문점,부산광역시 서구 서대신동2가 64-2,,부산광역시 서구 구덕로 305-1,,,129.0170231,35.11113892,,,,,,
이디야 서부산유통지구점,카페,커피 전문점,부산광역시 강서구 대저2동 3150-1,,부산광역시 강서구 유통단지1로 53,,,128.9549705,35.16702901,,,,,,
빈스에스프레소,카페,커피 전문점,부산광역시 금정구 장전동 267-2,,부산광역시 금정구 금강로279번길 81-4,2,,129.083694,35.23555081,,,평일 10:00/주말 11:00,22:00,,
꽃마루,카페,커피 전문점,부산광역시 강서구 대저2동 2111,,부산광역시 강서구 공항진입로 79,,,128.9514343,35.17840488,,,,,,
백설공주,카페,커피 전문점,부산광역시 동래구 안락동 455-4,,부산광역시 동래구 안락로 71,2,,129.1048305,35.19958068,,,,,,
시골커피,카페,커피 전문점,부산광역시 기장군 정관읍 매학리 766-2,,부산광역시 기장군 정관읍 구연1로 11,1,,129.182796,35.32067166,,,,,,
더리터 좌동점,카페,커피 전문점,부산광역시 해운대구 좌동 1314-2,화목데파트,부산광역시 해운대구 세실로 64,1,,129.1776666,35.17097876,,,,,,
카페라모드,카페,커피 전문점,부산광역시 동구 범일동 277-3,,부산광역시 동구 진시장로20번길 30,1,,129.0579715,35.13591739,,,,,,
게네랄파우제,카페,커피 전문점,부산광역시 중구 신창동1가 32-1,,부산광역시 중구 광복로49번길 31,2,,129.030207,35.10192504,,,,,,
카페그리다,카페,커피 전문점,부산광역시 남구 대연동 564-19,,부산광역시 남구 유엔로 219-4,,,129.1003829,35.13041331,,,,,,
스펠,카페,커피 전문점,부산광역시 부산진구 전포동 313-81,,부산광역시 부산진구 전포대로210번길 20,1,,129.0666464,35.15534295,,,,,,
콩루커피하우스,카페,커피 전문점,부산광역시 연제구 연산동 1287-1,,부산광역시 연제구 월드컵대로145번길 23,,,129.0803468,35.18531516,,,,,,
퍼스커피,카페,커피 전문점,부산광역시 연제구 연산동 670-48,,부산광역시 연제구 대리로6번길 121,1,,129.0867493,35.17599517,,,,,,
트웰브,카페,커피 전문점,부산광역시 중구 중앙동4가 39,,부산광역시 중구 대청로135번길 13-1,1,,129.0346458,35.10404045,,,,,,
아망티,카페,커피 전문점,부산광역시 수영구 민락동 28-20,,부산광역시 수영구 광남로258번길 8,1,,129.1270317,35.15925377,,,,,,
베이시스옵,카페,커피 전문점,부산광역시 부산진구 전포동 309-1,,부산광역시 부산진구 서전로58번길 32,,,129.0660259,35.1564079,,,,,,
친구커피숍,카페,커피 전문점,부산광역시 북구 덕천동 385-6,,부산광역시 북구 만덕대로66번길 10,,,129.0120858,35.21126898,,,,,,
머치모어댄커피,카페,커피 전문점,부산광역시 부산진구 전포동 356-9,,부산광역시 부산진구 전포대로176번길 19,2,,129.0667044,35.15243121,,,,,,
티까페예원,카페,기타 비알코올 음료점업,부산광역시 부산진구 부전동 401-16,,부산광역시 부산진구 새싹로 33,2,,129.0566378,35.16051478,,,,,,
커피스토어,카페,커피 전문점,부산광역시 부산진구 범천동 1059-31,,부산광역시 부산진구 가야대로 716,2,,129.0499225,35.157033,,,,,,
요코커피,카페,커피 전문점,부산광역시 해운대구 중동 1267-5,,부산광역시 해운대구 해운대해변로357번길 7,1,,129.1682756,35.16448787,,,,,,
카페051 정관모전점,카페,커피 전문점,부산광역시 기장군 정관읍 모전리 738-6,하나프라자,부산광역시 기장군 정관읍 정관로 391,,,129.1658151,35.33449395,,,,,,
엔제리너스 영도동삼점,카페,커피 전문점,부산광역시 영도구 동삼동 363-16,명칭없음,부산광역시 영도구 절영로 554,2,,129.0727211,35.07553108,,,,,,
다해정,카페,기타 비알코올 음료점업,부산광역시 중구 남포동2가 4,,부산광역시 중구 남포길 39-2,2,,129.0332514,35.09823325,,,,,,
이디야커피 중동역점,카페,커피 전문점,부산광역시 해운대구 중동 1321-4,,부산광역시 해운대구 좌동로10번길 31,2,,129.1706012,35.16734787,,,,,,
공간(KUKAN),카페,커피 전문점,부산광역시 동구 초량동 170-7,,부산광역시 동구 중앙대로251번길 8-3,,,129.0412753,35.11967243,,,,,,
바이타임 사상점,카페,기타 비알코올 음료점업,부산광역시 사상구 괘법동 529-1,르네관,부산광역시 사상구 광장로 7,6,,128.9777212,35.16433455,,,,,,
댄싱컵대연황령산점,카페,커피 전문점,부산광역시 남구 대연동 252-7,,부산광역시 남구 황령대로319번가길 11,1,,129.0914106,35.15015972,,,,,,
마이그라피,카페,커피 전문점,부산광역시 기장군 정관읍 방곡리 405,정관가화만사성더테라스2차,부산광역시 기장군 정관읍 구연방곡로 106,,,129.190092,35.32336016,,,,,,
더벤티신평배고개점,카페,커피 전문점,부산광역시 사하구 신평동 161-175,,부산광역시 사하구 장평로 300,1,,128.9736165,35.09296481,,,,,,
비커피 수영점,카페,커피 전문점,부산광역시 수영구 광안동 670-3,,부산광역시 수영구 광서로 4,1,,129.1140449,35.16412211,,,,,,
아덴블랑제리센텀SH밸리점,카페,커피 전문점,부산광역시 해운대구 우동 1474,센텀에스에이치밸리,부산광역시 해운대구 센텀동로 35,1,,129.1309974,35.17245795,,,,,,
헤즈영,카페,커피 전문점,부산광역시 중구 남포동2가 14-12,,부산광역시 중구 남포길 25-4,2,,129.0316322,35.09881914,,,,,,
빠마꼬마,카페,커피 전문점,부산광역시 금정구 금사동 59-21,명칭없음,부산광역시 금정구 서곡로20번길 128,,,129.1098632,35.22096736,,,,,,
카페하나,카페,커피 전문점,부산광역시 사하구 당리동 338-1,,부산광역시 사하구 괴정로 135,,,128.9774236,35.10032853,,,,,,
커피프로젝트,카페,커피 전문점,부산광역시 해운대구 재송동 1208-2,센텀스카이비즈,부산광역시 해운대구 센텀중앙로 97,,,129.1245047,35.17515834,,,,,,
커피야 문현점,카페,커피 전문점,부산광역시 남구 문현동 743-1,,부산광역시 남구 문현금융로 14-1,,,129.0650525,35.1439434,,,,,,
예서네커피,카페,커피 전문점,부산광역시 중구 남포동6가 95-6,앞,부산광역시 중구 비프광장로 14-1,,,129.0268198,35.0984311,,,,,,
카페올리브,카페,커피 전문점,부산광역시 사상구 괘법동 264-5,제,부산광역시 사상구 사상로250번길 25,1,,128.983813,35.16709164,,,,,,
하삼동커피 덕천점,카페,커피 전문점,부산광역시 북구 덕천동 398-7,,부산광역시 북구 만덕대로 19,1,,129.0071323,35.21076548,,,,,,
강남,카페,커피 전문점,부산광역시 북구 구포동 700-93,,부산광역시 북구 팽나무로 1,1,,129.0046081,35.20501282,,,,,,
디그니티,카페,커피 전문점,부산광역시 수영구 남천동 65-14,디그니티,부산광역시 수영구 황령산로7번길 78,1,,129.1068722,35.14641329,,,,,,
오직그대만,카페,커피 전문점,부산광역시 금정구 장전동 419-50,,부산광역시 금정구 금강로 275,1,,129.0853578,35.23275562,,,,,,
카페051 센텀큐비,카페,커피 전문점,부산광역시 해운대구 재송동 1212,센텀본관동,부산광역시 해운대구 센텀중앙로 90,1,,129.1264327,35.17543989,,,,,,
뉴욕컴퍼니하우스와플,카페,커피 전문점,부산광역시 금정구 부곡동 297-1,부산대역삼정그린코아,부산광역시 금정구 중앙대로 1616,,,129.090895,35.22854182,,,,,,
정원다방,카페,기타 비알코올 음료점업,부산광역시 강서구 대저1동 2342-3,,부산광역시 강서구 대저로 274,,,128.981856,35.21258784,,,,,,
뜰안,카페,기타 비알코올 음료점업,부산광역시 강서구 봉림동 131-18,,부산광역시 강서구 가락대로1243번길 62,,,128.8978258,35.17646332,,,,,,
하삼동커피 명장역점,카페,커피 전문점,부산광역시 동래구 명장동 24-1,조양,부산광역시 동래구 반송로273번길 2,1,,129.1012069,35.20594266,,,,,,
파파야커피,카페,커피 전문점,부산광역시 동래구 사직동 17-19,,부산광역시 동래구 석사로17번길 37,1,,129.060451,35.19985765,,,,,,
정은커피숍,카페,커피 전문점,부산광역시 부산진구 양정동 138-18,,부산광역시 부산진구 연수로 51,,,129.0765653,35.17517899,,,,,,
바링고빈스,카페,커피 전문점,부산광역시 기장군 정관읍 방곡리 268-4,,부산광역시 기장군 정관읍 정관덕산길 31,,,129.1831518,35.32286396,,,,,,
솔,카페,커피 전문점,부산광역시 수영구 망미동 212-17,,부산광역시 수영구 수미로71번길 9,1,,129.118374,35.17363468,,,,,,
카페파스텔,카페,커피 전문점,부산광역시 사상구 엄궁동 684-3,,부산광역시 사상구 엄궁로 65,,,128.9729086,35.12318405,,,,,,
스완,카페,기타 비알코올 음료점업,부산광역시 금정구 남산동 117-10,,부산광역시 금정구 중앙대로 2023,1,,129.0920845,35.2650086,,,,,,
페코스,카페,커피 전문점,부산광역시 해운대구 중동 1262-1,,부산광역시 해운대구 해운대해변로357번길 17,5,,129.1677212,35.16468704,,,,,,
메가엠지씨커피 초량점,카페,커피 전문점,부산광역시 동구 초량동 135-12,1~2층,부산광역시 동구 초량중로 94,,,129.0400121,35.12003615,,,,,,
카페기글링,카페,커피 전문점,부산광역시 서구 부민동1가 18-33,,부산광역시 서구 구덕로 214,3,,129.0201733,35.1036968,,,,,,
하이오커피 거제2동점,카페,제과점업,부산광역시 연제구 거제동 920-1,,부산광역시 연제구 아시아드대로 46,1,,129.0685457,35.1887345,,,,,,
공차 부산대점,카페,기타 비알코올 음료점업,부산광역시 금정구 장전동 308-4,,부산광역시 금정구 금정로68번길 22,1,,129.087671,35.23044484,,,,,,
블루샥 망미더샵점,카페,커피 전문점,부산광역시 수영구 망미동 693-1,더파크리치,부산광역시 수영구 연수로315번길 24,,,129.1053749,35.17345589,,,,,,
이디야구포 사거리점,카페,커피 전문점,부산광역시 북구 구포동 932-21,,부산광역시 북구 백양대로 1065,1,,128.9972456,35.20027723,,,,,,
컴포즈커피 미남역점,카페,커피 전문점,부산광역시 동래구 온천동 1249-2,동래효산벨뷰,부산광역시 동래구 아시아드대로231번길 3,1,,129.0670926,35.20460164,,,,,,
카페엘,카페,커피 전문점,부산광역시 중구 중앙동4가 85-11,효동빌딩,부산광역시 중구 충장대로9번길 16,1,,129.0377174,35.10672841,,,,,,
카페미미,카페,커피 전문점,부산광역시 부산진구 부암동 35-5,,부산광역시 부산진구 시민공원로19번길 68,1,,129.0512597,35.16614815,,,,,,
하이오커피 반여점,카페,커피 전문점,부산광역시 해운대구 반여동 1291-223,토니모리반여점,부산광역시 해운대구 재반로 230,1,,129.1312946,35.19770279,,,,,,
안뜰애,카페,기타 비알코올 음료점업,부산광역시 남구 감만동 521-10,남부산TML,부산광역시 남구 북항로 132,3,,129.0794708,35.10952465,,,,,,
단술by민경,카페,기타 비알코올 음료점업,부산광역시 기장군 정관읍 매학리 719-1,,부산광역시 기장군 정관읍 정관6로 5-20,1,,129.1753584,35.32048136,,,,,,
커피베이 부산부암점,카페,커피 전문점,부산광역시 부산진구 부암동 533,,부산광역시 부산진구 백양순환로 107,1,,129.0390031,35.17016708,,,,,,
99롤러카페,카페,커피 전문점,부산광역시 부산진구 전포동 661-2,예일프라자,부산광역시 부산진구 서전로37번길 25-9,1,,129.0632341,35.15882555,,,,,,
럼스,카페,커피 전문점,부산광역시 부산진구 전포동 207-46,,부산광역시 부산진구 전포대로 230-1,3,,129.0656939,35.15716152,,,,,,
덤커피,카페,커피 전문점,부산광역시 북구 화명동 2275-6,성문타워,부산광역시 북구 화명신도시로 115,,,129.0104385,35.23440218,,,,,,
묵향만화,카페,기타 비알코올 음료점업,부산광역시 부산진구 개금동 171-127,,부산광역시 부산진구 가야대로 478,1,,129.0243183,35.15287673,,,,,,
카페051 부산역점,카페,커피 전문점,부산광역시 동구 초량동 1207-7,,부산광역시 동구 중앙대로 209,1,,129.0398475,35.11607377,,,,,,
카페제로,카페,커피 전문점,부산광역시 수영구 광안동 201-8,,부산광역시 수영구 남천바다로33번길 22,1,,129.1147264,35.14933132,,,,,,
솔다방,카페,기타 비알코올 음료점업,부산광역시 북구 구포동 1050-1,,부산광역시 북구 낙동북로647번길 10,,,128.9963873,35.20288676,,,,,,
511더치,카페,커피 전문점,부산광역시 동구 초량동 1205-1,,부산광역시 동구 중앙대로 192,,,129.0397601,35.11432697,,,,,,
할리스커피 부산명지국제신도시점,카페,커피 전문점,부산광역시 강서구 명지동 3334-4,원프라자,부산광역시 강서구 명지국제11로 57,,,128.9248643,35.10446404,,,,,,
